ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Reviewer,Review
11-146,19/04/23 03:46:27,https://twitter.com/BLinkS_waRRioR/status/1301429813073391616?s=20,11,"Bonuan, Juan Antonio",MRCS,Philippines richest in Asia under Marcos Sr. administration,richest marcos Asia,@BLinkS_waRRioR,BLinkSwaRRioR,"BLinkSwaRRioR
YGwaRRioR",Anonymous,06/20,205,43,,"my parents told me that the Marcos is the best , because Fililpino are decisplined, clean and 2nd richest in asia ect.. we provide knowledge and technology in other country. they  have a lot a foreigner working in our country.",,"Text, Reply",03/09/20 16:00,https://drive.google.com/file/d/1t9E81tT8CGcH0V4G1wOuTvvDemT7Km6S/view?usp=share_link,Rational,0,1,0,0,0,,"During Marcos' term as president, the highest ranking that the Philippines reached in Asia was 10th in terms of GDP and 11th in terms of GDP per capita. The Philippines was never close to being in the top five in Asia in either of these economic measures. 

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]",Account has no location,,
11-147,19/04/23 03:52:32,https://twitter.com/Belle_Seg_El/status/1211621421450874880?s=20,11,"Bonuan, Juan Antonio",MRCS,Philippines richest in Asia under Marcos Sr. administration,richest marcos Asia,@Belle_Seg_El,"Serenity
","“As you rise with the morning Sun, think of what a precious privilege it is to be alive,- to breath, to enjoy and love.”- M.A.",Anonymous,05/19,182,185,,"Found out we were once the most richest country in Asia/world at one point in history during president Marcos terms and I also stumbled upon his speech at the U.S national press & wow he was very intelligent indeed he knows his country very well ++

{Alt URL: A YouTube video of FEM's speech (September 17, 1982)",,"Text, URL",30/12/19 20:13,https://drive.google.com/file/d/1W4lOJ_1TvBMZJWRIoNPJUTg5PFiDgP5u/view?usp=share_link,Rational,0,1,0,0,0,,"During Marcos' term as president, the highest ranking that the Philippines reached in Asia was 10th in terms of GDP and 11th in terms of GDP per capita. The Philippines was never close to being in the top five in Asia in either of these economic measures. 

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]",Account has no location,,
11-148,19/04/23 03:52:49,https://twitter.com/LaurenceBernal5/status/1301022567591890949?s=20,11,"Bonuan, Juan Antonio",MRCS,Philippines richest in Asia under Marcos Sr. administration,richest country next to japan,@LaurenceBernal5,"Laurence Bernaldez
","Vote For BBM!
",Identified,04/20,70,61,,"If i Stole Money From The People Why Phillippines Richest Country Next to Japan During My Regimen?

-PFEM",,Text,02/09/20 13:02,https://drive.google.com/file/d/1oiEGhwAM25rQ1LLIBXawefpX1UUJ_QzL/view?usp=share_link,Rational,1,0,0,0,0,,"During the Marcos regime, Japan was among the top 3 Asian countries in terms of GDP. In contrast, the Philippines never ranked near the top 5 in Asia in GDP or GDP per capita.

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]",Account has no location,,
11-149,19/04/23 03:57:10,https://twitter.com/itsmaelatte/status/1185549879449227271?s=20,11,"Bonuan, Juan Antonio",MRCS,Philippines richest in Asia under Marcos Sr. administration,richest country next to japan,@itsmaelatte,🦋 Bella Hadidn't💀,"if others can, i don't care",Anonymous,12/17,246,226,Dangerous Woman Ave.,"If I stole money from the people why Philippines is richest country next to japan during regimen?

-Ferdinand M.",,Text,19/10/19 21:34,https://drive.google.com/file/d/1Yxf33kL0akBacvKRASNhP6GbYmQqETrf/view?usp=share_link,Rational,0,0,0,0,0,,"During the Marcos regime, Japan was among the top 3 Asian countries in terms of GDP. In contrast, the Philippines never ranked near the top 5 in Asia in GDP or GDP per capita.

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]",Location looks satirical,,
11-150,19/04/23 03:59:05,https://twitter.com/Andriezxc/status/1319989744521023494?s=20,11,"Bonuan, Juan Antonio",MRCS,Philippines richest in Asia under Marcos Sr. administration,Panahon Marcos SEA,@Andriezxc,aannddrriiee,,Anonymous,04/16,160,41,,"FAKE PO YAN WAG PO TAYO MAGPALOKO SA MGA DILAWAN.

Alam mo po ba na tayo ang isa sa pinakamayamang bansa sa SEA sa panahon ni Pres. Marcos at bumagsak dahil sa mga dilawan.

Lahat po na nagsasabi na masama at magnanakaw ang mga Marcos ay bayaran lang ng mga dilawan at aquino.",,"Text, Reply",24/10/20 21:10,https://drive.google.com/file/d/1KCyRUSHmVSGmflDXvEqnGwL5hlxvijdi/view?usp=share_link,Emotional,0,1,0,0,0,,"During Marcos' term as president, the Philippines' ranking in Southeast Asia in terms of GDP went from 2nd to 3rd, while the GDP per capita ranking dropped from 3rd to 5th place.

[https://www.rappler.com/newsbreak/fact-check/239789-philippines-richest-country-asia-marcos-years/]","Account has no bio

Account has no location",,
11-151,19/04/23 04:00:52,https://twitter.com/boss_jhayjhay/status/1297449696013586434?s=20,11,"Bonuan, Juan Antonio",MRCS,Philippines richest in Asia under Marcos Sr. administration,Marcos Southeast Asia,@boss_jhayjhay,"charles anthony
",Lazy,Identified,06/20,519,540,Dagat,Why? Did Marcos did less??? Take into consideration that Philippines became 1st in Southeast Asia... baka wala pa sa kalingkingan ang ginawa ni Robredo sa ginawa ni Macoy!!! Don’t make me laugh....,,"Text, Reply",23/08/20 16:24,https://drive.google.com/file/d/1sJZ0DRlPH3Iw9p-Z272mn8zRrY1d5rU_/view?usp=share_link,Emotional,30,22,6,4,0,,"During Marcos' term as president, the Philippines' ranking in Southeast Asia in terms of GDP went from 2nd to 3rd, while the GDP per capita ranking dropped from 3rd to 5th place.

[https://www.rappler.com/newsbreak/fact-check/239789-philippines-richest-country-asia-marcos-years/]","Account's location is vague, not a specific place",,
11-152,19/04/23 04:01:42,https://twitter.com/KarlNicus/status/1128244967053258752?s=20,11,"Bonuan, Juan Antonio",MRCS,Philippines richest in Asia under Marcos Sr. administration,Marcos Southeast Asia,@KarlNicus,Karl,ikaw parin ang pipiliin,Anonymous,05/17,527,323,Republic of the Philippines,Bakit dati ang pilipinas simula kay pres aguinaldo hanggang kay pres marcos na wala pang martial law ang pilipinas ang pinakamayamang bansa sa southeast asia  ang piso ay equal sa dollar one is to one ang bigas 5 pesos ang pamasahe sa jeep10 cents sana makabalik sa panahon na ito,,Text,14/05/19 18:25,https://drive.google.com/file/d/1SJthnjdP4v2y-9FsU68Tgc6VxtLLz-Ws/view?usp=share_link,Emotional,0,1,0,0,0,,"During Marcos' term as president, the Philippines' ranking in Southeast Asia in terms of GDP went from 2nd to 3rd, while the GDP per capita ranking dropped from 3rd to 5th place.

[https://www.rappler.com/newsbreak/fact-check/239789-philippines-richest-country-asia-marcos-years/]",,,
11-153,09/05/23 22:55:40,https://twitter.com/vnepdrnl/status/997711698176946177,11,"Balete, Immanuel Josiah",MRCS,Philippines richest in Asia under Marcos Sr. administration,marcos richest,@vnepdrnl,Vince Christian,I found my way home,Identified,11/13,723,1340,,Which time in history would you like to have lived in? — Uhmm sguro nung time ni pres marcos. One of the richest country tayo nun. https://curiouscat.me/padernalvince14/post/487135914?1526707979,,"Text, URL",19/05/18 13:33,,Emotional,0,0,0,,,,,No location,,
11-154,09/05/23 23:16:08,https://twitter.com/_PrisonBreak__/status/980718483578105856,11,"Balete, Immanuel Josiah",MRCS,Philippines richest in Asia under Marcos Sr. administration,marcos richest,@_PrisonBreak__,Shareef,,Anonymous,03/17,100,3,,"@Reuters
 that Marcos Son is our real VP.  And his father, Ferdinand Marcos, had once made our country one of the richest in Asia.",,"Text, Reply",02/04/18 16:08,,Rational,0,0,0,,,,,"No bio, no location",,
11-155,10/05/23 19:18:53,https://twitter.com/quenrylle/status/1040071316143976448,11,"Balete, Immanuel Josiah",MRCS,Philippines richest in Asia under Marcos Sr. administration,marcos richest,@quenrylle,KrungSeok,"KEP1ER YUJIN! Kim Wooseok 🥰 2D1N Kim Jongmin 💙, Taylor Swift, Sandara Park #2PM  TaecyeonxJunhoxNichkhun #Hottest🔥 #2ndGenStan #KittisaurusCoco",Anonymous,11/10,179,408,Ophir☆Hysperia🔸VarietyWorld,"FERDINAND MARCOS!! He's one great leader, economist and stategist (disregarding martial law)! Philippines became the richest asian country under his  time. Next is Gloria Arroyo, she's corrupt but com'n, she's great economist. Or Ramon Magsaysay, the president of the masses .",,"Text, Reply",13/09/18 10:55,,Emotional,0,0,0,,,,,Fake location,,
11-156,10/05/23 20:41:50,https://twitter.com/HazelEddell/status/1039426666169131008,11,"Balete, Immanuel Josiah",MRCS,Philippines richest in Asia under Marcos Sr. administration,marcos richest,@HazelEddell,eddell,"CB, RCA, CAT | Philippians 4:13💘 | Jeremiah 29:11🎓 | 💙💜💎🧡",Identified,02/16,388,362,Republic of the Philippines,"Mr. Ferdinand Marcos, kasi when he was our leader the Philippines was known as one of the richest countries in the world. I would love to see how he handle or how he budget the people's taxes. I love to see him really strengthening the laws and the rules in every single way.",,"Text, Reply",11/09/18 16:13,,Emotional,11,0,4,,,,,,,
11-157,10/05/23 20:45:03,https://twitter.com/painomngsprite/status/1035675339190489088,11,"Balete, Immanuel Josiah",MRCS,Philippines richest in Asia under Marcos Sr. administration,marcos richest,@painomngsprite,Policarps,Only make moves when your heart's in it. l naval architect and marine engineer l,Anonymous,11/16,338,380,,"Not sure how to respond to this,  during the time of Marcos,  tons of establishments were done,  we were 1 of the richest country in the world,  then again what happened after his presidency?",,"Text, Reply",01/09/18 07:46,,Rational,0,1,0,,,,,No location,,
11-158,10/05/23 21:39:58,https://twitter.com/flizvern/status/1038071463993999360,11,"Balete, Immanuel Josiah",MRCS,Philippines richest in Asia under Marcos Sr. administration,marcos richest,@flizvern,𝐝𝐨𝐧𝐧𝐲 𝐬𝐢𝐧𝐬,"my twitter, my content 🌌 sabihin niyo lang kung ayaw niyo sa capri ♑ ang pangarap ko sa buhay ay maging isang research panelist",Anonymous,06/18,348,454,pasci x uplb,"at least Marcos didn't promise too much yet made a huge improvement in the country leading it to be the second richest country next to Japan in his time

while Duterte, hmmmm... I think I made my point https://twitter.com/DEUS84551321/status/1037926827258306560",,"Text, Reply",07/09/18 22:28,,Rational,1,0,0,,,,,Reply to deleted tweet,,
11-159,10/05/23 21:45:42,https://twitter.com/mhay_kyla/status/1043685776955858945,11,"Balete, Immanuel Josiah",MRCS,Philippines richest in Asia under Marcos Sr. administration,marcos richest,@mhay_kyla,marj,"prominent, yet careless, and always never enough | 
@gkylamhay",Identified,12/17,757,794,h,"Di ko naabutan si marcos but my fam is pro marcos, sabi nila dati yung rate ng money is 1=1, 1 dollar=1 peso. Mura bilihin dati, one of the richest countries ang PH, tas ang dami niyang pinagawa, LRT, MRT, PATI YUNG SA ZIGZAG DITO SA ATIMONAN! Let's see the good sides pls https://twitter.com/mjevangelista/status/1043331817779027968","I didn't catch Marcos but my fam is pro Marcos, they used to say the rate of money is 1=1, 1 dollar=1 peso. It used to be cheap to buy, PH is one of the richest countries, because he has built a lot, LRT, MRT, AS WELL AS THE ZIGZAG HERE IN ATIMONAN! Let's see the good sides pls https://twitter.com/mjevangelista/status/1043331817779027968","Text, Reply",23/09/18 10:17,,Rational,4,1,0,,,,,"Fake location, reply to restricted tweet",,
11-160,10/05/23 22:23:59,https://twitter.com/Iamcrlcbllr/status/968045511365222406,11,"Balete, Immanuel Josiah",MRCS,Philippines richest in Asia under Marcos Sr. administration,pinakamayaman marcos,@Iamcrlcbllr,Carl Caballero,Hustle | Work hard with consistency and determination to earn the life you deserve.,Identified,06/17,147,183,Republic of the Philippines,"For Me si Marcos Ang Pinaka The Best President sa Lahat 2 Pesos = 1$ kaya ba ng Mga Ibang Presidente yun pinakamayaman pa bansa natin dati pero ngayon Tayo Nangungutang Tsk Aral Aral ng History Mag Research Atehh

{Alt-text image: Student holding a sign saying ""fuck you MARCOS"" and image caption ""GANITO PALA MAGING EDUKADO""}",For Me Marcos Is The Best President Of All 2 Pesos = 1$ can Other Presidents be the richest country in the past but now we are in Debt Tsk Study History Do Research Atehh,"Text, Image",26/02/18 16:50,,Emotional,0,0,0,,,,,,,
11-161,10/05/23 22:33:49,https://twitter.com/CortezSkylyveil/status/975522407803998209,11,"Balete, Immanuel Josiah",MRCS,Philippines richest in Asia under Marcos Sr. administration,marcos richest,@CortezSkylyveil,sandra cortez,,Identified,10/13,0,1,,Second richest country ang Phils.pala bfore during Marcos time.. Anyari ngayon? https://fb.me/3cbAts1qV,,"Text, URL",19/03/18 08:00,,Emotional,0,0,0,,,,,"No bio, no location",,
11-162,10/05/23 22:58:00,https://twitter.com/ly_can/status/1041151515673604098,11,"Balete, Immanuel Josiah",MRCS,Philippines richest in Asia under Marcos Sr. administration,marcos richest,@ly_can,athena_luna〽🎶,"MARIS RACAL lang sapat na
Marnigolovers since pbbdays",Identified,08/17,92,40,,Base sa status ni marcos at aquino ..from the most richest country to poorer country. Nd ba enough ung proof na nagpapatunay na c president marcos talaga ang may pagpapahalaga at pagmamahal sa bansa? Ive been keeping this feeling pero na weirduhan ako pg isinishare ko sa friends,Based on the status of Marcos and Aquino ..from the richest country to poorer country. Is the proof enough to prove that President Marcos really has appreciation and love for the country? I've been keeping this feeling but I was weirded out when I shared it with friends,"Text, Reply",16/09/18 10:27,,Emotional,0,2,0,,,,,No location,,
11-163,10/05/23 23:05:54,https://twitter.com/BlvckSn0w/status/1028294768869048321,11,"Balete, Immanuel Josiah",MRCS,Philippines richest in Asia under Marcos Sr. administration,panahon marcos mayaman,@BlvckSn0w,Black Snow,Pa followback po para lumaki ang ating pamilya! Proud DDS ✊ bawal ang mga dilawan dito sa account ko! Laban duterte,Anonymous,08/18,58,56,Pearl of the Orient,Noong panahon ni marcos tayo pinaka mayaman na bansa sa mundo. Buti nalang si duterte na presidente!,,Text,11/08/18 22:59,,Rational,6,0,1,,,,,,,
00-164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
